id,nombre,precio,fecha,timestamp,wishlist_id,calidad,idioma,foil
162,Cenit del sol verde,13.97,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
114,Cerdo de campeonato,0.27,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
6,Charnel Serenade,0.18,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
4,Ciénaga de Bojuka,0.85,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
210,Ciénaga de Bojuka,0.59,2025-12-24,2025-12-24 03:03:08,2418820,Indiferente,Indiferente,Indiferente
57,Cloacas de la Subciudad,18.81,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
152,Confluencia,1.09,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
67,Congregar a la Cámara de los ents,0.29,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
9,Considerar,0.34,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
83,Coro élfico,2.33,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
106,Cota de mithril,17.47,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
146,Cripta sangrienta,15.21,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
144,Cría de tejón topo,52.22,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
61,Cuentos de la noche invernal,0.96,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
147,Cuidadora de las flores,20.69,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
110,Cultivos descuidados,1.78,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
208,Cultivos descuidados,1.77,2025-12-24,2025-12-24 02:00:43,2523862,Indiferente,Indiferente,Indiferente
10,Dalek Drone,0.18,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
81,"Delney, vigía sagaz",28.29,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
39,Delta contaminado,15.11,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
5,Desgarrar el Multiverso,4.81,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
20,Despedida final,0.19,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
14,Devorasueños,0.16,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
56,Diluvio tóxico,5.76,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
12,Dimir Strandcatcher,0.64,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
48,Doble de chispa,7.14,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
13,Dogged Detective,0.13,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
164,Druida de Harabaz,7.09,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
195,Día del Sol Negro,1.0,2025-12-24,2025-12-24 00:23:33,0,Indiferente,Indiferente,Indiferente
154,Earthbending Student,22.45,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
129,El Anillo va hacia el sur,0.24,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
128,El Tío,6.9,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
182,El Árbol del Mundo,4.14,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
215,El Árbol del Mundo,4.71,2025-12-24,2025-12-24 03:05:10,2442303,Indiferente,Indiferente,Indiferente
82,Elanor Jardner,2.87,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
235,Elanor Jardner,2.85,2025-12-24,2025-12-24 08:22:47,2523862,Indiferente,Indiferente,Indiferente
69,Enramada del horizonte,1.37,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
205,Enramada del horizonte,1.59,2025-12-24,2025-12-24 02:00:43,2523862,Indiferente,Indiferente,Indiferente
157,Entrar en estado Avatar,0.13,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
47,Escrutador de almas,0.29,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
124,Espadas en guadañas,1.08,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
31,Estanque mórfico,19.03,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
203,Estanque mórfico,18.71,2025-12-24,2025-12-24 01:59:28,2418820,Indiferente,Indiferente,Indiferente
180,Estanque reflectante,7.72,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
148,Estanque reproductor,7.72,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
214,Estanque reproductor,7.28,2025-12-24,2025-12-24 03:05:10,2442303,Indiferente,Indiferente,Indiferente
244,Estanque reproductor,7.39,2025-12-24,2025-12-24 09:40:34,2442303,Indiferente,Indiferente,Indiferente
19,Estanques pestilentes,0.18,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
98,Estatuas inspiradoras,0.21,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
158,Explorar,0.2,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
17,Eye of Duskmantle,0.14,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
63,Fabricante de la Academia,3.17,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
18,"Fain, el Negociante",0.33,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
163,Fuente consagrada,9.85,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
23,Gallifrey Council Chamber,0.17,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
91,Gandalf el Blanco,6.11,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
93,Gansa dorada,0.47,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
94,"Gilraen, protectora dúnedain",0.33,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
85,Granjero Coto,1.14,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
96,"Gwaihir, la más grande de las águilas",0.33,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
109,Hierbas aromáticas y guiso de conejo,0.33,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
86,Hobbit atiborrado,0.41,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
25,Héxavo,0.32,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
7,Impostor sagaz,2.44,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
202,Impostor sagaz,1.86,2025-12-24,2025-12-24 01:59:28,2418820,Indiferente,Indiferente,Indiferente
30,Instrucciones de la misión,0.24,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
70,Invitados al banquete,0.29,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
49,Isla contaminada,0.36,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
186,Islote floreciente,0.12,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
99,"Jaheira, amiga del bosque",4.88,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
217,"Jaheira, amiga del bosque",5.09,2025-12-24,2025-12-24 04:07:51,2523862,Indiferente,Indiferente,Indiferente
167,Jardín de Jétmir,13.16,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
133,Jardín de pantanosos,0.72,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
177,Jerarca noble,8.15,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
168,"Jodah, Archimago Eterno",0.25,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
153,Jugueteo mortal,15.16,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
232,Jugueteo mortal,15.76,2025-12-24,2025-12-24 06:16:19,2442303,Indiferente,Indiferente,Indiferente
100,Killer Service,0.24,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
53,La Antigüedad,1.05,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
130,La Comarca,1.35,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
127,La batalla de Delagua,2.11,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
145,La bestia interior,0.67,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
28,Ladrón de apariencias,2.05,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
230,Ladrón de apariencias,1.11,2025-12-24,2025-12-24 06:14:12,2418820,Indiferente,Indiferente,Indiferente
26,Laser Screwdriver,0.42,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
101,"Lathiel, el Amanecer Copioso",0.27,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
27,"Lazav, el Múltiple",0.18,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
140,Lección de control del aire,0.11,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
156,Llamado de Eladamri,7.28,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
136,Lobo feroz,0.13,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
172,Magistrado de Drannith,6.74,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
170,Mai and Zuko,3.05,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
116,Maleza Bordenavaja,0.33,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
24,Manicomio de la Cima Geier,0.67,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
90,Maniobra sin igual,12.63,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
76,Matorrales,0.44,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
80,Mediana exultante,15.15,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
134,Mercader de repollos desafortunado,0.11,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
103,Meriadoc Brandigamo,0.11,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
104,"Merry, guardián de Isengard",0.28,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
143,Meseta árida,22.2,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
37,Metamorfo pirexiano,2.12,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
221,Metamorfo pirexiano,1.94,2025-12-24,2025-12-24 05:10:21,2418820,Indiferente,Indiferente,Indiferente
105,Minas Tirith,4.29,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
35,Mirada sobrenatural,0.24,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
1,"Mirko, Obsessive Theorist",0.4,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
174,Monk Gyatso,6.7,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
238,Monk Gyatso,6.09,2025-12-24,2025-12-24 09:28:14,2442303,Indiferente,Indiferente,Indiferente
92,Municipio de Gavony,3.27,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
33,Naga manipulacarnes,0.32,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
175,Niebla lunar,1.59,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
246,Niebla lunar,1.57,2025-12-24,2025-12-24 10:07:03,2442303,Indiferente,Indiferente,Indiferente
34,Nigromancia,8.13,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
108,Noche de la venganza de los dulces,0.32,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
79,Ocultación astuta,6.68,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
223,Ocultación astuta,6.37,2025-12-24,2025-12-24 05:11:31,2523862,Indiferente,Indiferente,Indiferente
120,Oficial de la Comarca,0.11,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
181,Oficinas centrales de Spara,11.67,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
196,Palacio de la Nación del Fuego,1.53,2025-12-24,2025-12-24 00:23:33,0,Indiferente,Indiferente,Indiferente
241,Palacio de la Nación del Fuego,0.79,2025-12-24,2025-12-24 09:28:48,2404433,Indiferente,Indiferente,Indiferente
78,Panorámica de la enramada,0.23,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
207,Panorámica de la enramada,0.22,2025-12-24,2025-12-24 02:00:43,2523862,Indiferente,Indiferente,Indiferente
54,Parásito thrull,0.48,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
45,Pasaje del bribón,0.26,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
74,Paseo abundante,11.99,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
206,Paseo abundante,10.63,2025-12-24,2025-12-24 02:00:43,2523862,Indiferente,Indiferente,Indiferente
231,Paseo abundante,11.99,2025-12-24,2025-12-24 06:15:21,2523862,Indiferente,Indiferente,Indiferente
112,Peregrin Tuk,0.18,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
171,Planicies del cenagal,21.01,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
21,Playa anegada,9.06,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
229,Playa anegada,12.1,2025-12-24,2025-12-24 06:14:12,2418820,Indiferente,Indiferente,Indiferente
234,Playa anegada,12.18,2025-12-24,2025-12-24 08:21:37,2418820,Indiferente,Indiferente,Indiferente
113,Plaza de los héroes,4.84,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
213,Plaza de los héroes,6.9,2025-12-24,2025-12-24 03:04:12,2523862,Indiferente,Indiferente,Indiferente
107,Poni motivado,0.24,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
115,Posadero adinerado,0.19,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
135,Pozo de los sueños perdidos,0.8,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
122,Pradera Hierbasol,0.13,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
84,Protectora de esencia,1.3,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
131,Proveedora incansable,1.89,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
219,Proveedora incansable,1.79,2025-12-24,2025-12-24 04:07:51,2523862,Indiferente,Indiferente,Indiferente
237,Proveedora incansable,1.84,2025-12-24,2025-12-24 09:27:05,2523862,Indiferente,Indiferente,Indiferente
40,Puerto de Karfell,0.12,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
216,Puerto de Karfell,0.13,2025-12-24,2025-12-24 04:06:36,2418820,Indiferente,Indiferente,Indiferente
222,Puerto de Karfell,0.12,2025-12-24,2025-12-24 05:10:21,2418820,Indiferente,Indiferente,Indiferente
187,Páramo floreciente,0.11,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
41,Reanimar,5.68,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
236,Reanimar,5.11,2025-12-24,2025-12-24 09:25:21,2418820,Indiferente,Indiferente,Indiferente
179,Redirigir el rayo,8.04,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
199,Reino de Koh,0.33,2025-12-24,2025-12-24 00:23:33,0,Indiferente,Indiferente,Indiferente
243,Reino de Koh,0.11,2025-12-24,2025-12-24 09:28:48,2404433,Indiferente,Indiferente,Indiferente
87,Rey trol atiborrándose,0.28,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
183,Risco floreciente,0.13,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
60,Robaformas cérea,0.18,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
46,"Rona, Herald of Invasion // Rona, Tolarian Obliterator",1.05,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
117,Rosita Coto del Sendero del Sur,0.14,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
44,Río de lágrimas,0.2,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
176,Sabiduria de la naturaleza,2.03,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
198,Salón de té Dragón de Jazmín,0.37,2025-12-24,2025-12-24 00:23:33,0,Indiferente,Indiferente,Indiferente
242,Salón de té Dragón de Jazmín,0.11,2025-12-24,2025-12-24 09:28:48,2404433,Indiferente,Indiferente,Indiferente
118,"Sam, ayudante leal",0.32,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
62,Samsagaz Gamyi,0.61,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
119,Samsagaz el intrépido,0.12,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
32,Santuario místico,1.07,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
89,Sartén de viajero,0.29,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
65,Sello arcano,0.36,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
75,Senda de Aticoenramado // Senda de Aticopeñascos,2.22,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
160,Señor del Fuego Zuko,0.14,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
29,Sierpe de la masacre,2.23,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
220,Sierpe de la masacre,2.25,2025-12-24,2025-12-24 05:10:21,2418820,Indiferente,Indiferente,Indiferente
125,"Syr Jengi, el Fin de los Banquetes",0.7,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
50,"Takenuma, pantanos abandonados",7.78,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
52,"Tassa, Habitante de lo Profundo",21.78,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
193,Templo del aire abandonado,2.83,2025-12-24,2025-12-24 00:23:33,0,Indiferente,Indiferente,Indiferente
16,Templo del cementerio marino,0.17,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
51,Templo del engaño,0.21,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
126,"Teshar, apóstol de la Antepasada",0.19,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
55,Tocasia's Dig Site,0.12,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
188,"Toph, la primera maestra del metal",1.1,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
227,"Toph, la primera maestra del metal",1.22,2025-12-24,2025-12-24 05:12:40,2442303,Indiferente,Indiferente,Indiferente
8,Torre de mando,0.18,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
42,Torre del relicario,1.93,2025-12-24,2025-12-24 00:19:11,0,Indiferente,Indiferente,Indiferente
211,Torre del relicario,1.85,2025-12-24,2025-12-24 03:03:08,2418820,Indiferente,Indiferente,Indiferente
165,Trabajo honrado,0.13,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
166,Trioma de Indatha,13.53,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
169,Trioma de Ketria,12.61,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
190,"Tui and La, Moon and Ocean",0.62,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
178,Tumba cubierta de hierbas,10.14,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
88,Tumbar a los poderosos,0.22,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
197,Túnel secreto,1.09,2025-12-24,2025-12-24 00:23:33,0,Indiferente,Indiferente,Indiferente
228,Túnel secreto,1.04,2025-12-24,2025-12-24 05:13:14,2404433,Indiferente,Indiferente,Indiferente
155,Ultimátum espeluznante,2.63,2025-12-24,2025-12-24 00:22:59,0,Indiferente,Indiferente,Indiferente
97,Umbral de Bosquesilencioso,4.62,2025-12-24,2025-12-24 00:20:21,0,Indiferente,Indiferente,Indiferente
